index,old_id,message,empathy
1875,688,im feelings hopeless and broken-hearted,"depressed, pain, sad"
1876,688,im making hopeless and broken-hearted,"depressed, pain, sad"
1877,689,depressed feelings of worthlessness,depressed
1878,689,cut feelings of worthlessness,depressed
1879,689,decreased feelings of worthlessness,depressed
1880,690,kinda depressed anxious,"depressed, anxious"
1881,691,i feel hopeless heartbroken and defeated,"depressed, pain, sad"
1882,691,i smell hopeless broken-hearted and defeated,"depressed, pain, sad"
1883,691,i feeling hopeless broken-hearted and defeated,"depressed, pain, sad"
1884,691,i sense hopeless broken-hearted and defeated,"depressed, pain, sad"
1885,692,depressed and self conscious,"depressed, distortion"
1886,692,cut and self conscious,"depressed, distortion"
1887,692,cut and self conscious,"depressed, distortion"
1888,692,decreased and self conscious,"depressed, distortion"
1889,692,decreased and self conscious,"depressed, distortion"
1890,693,depressed and panicked,"depressed, flustered, anxious"
1891,694,a little depression,depressed
1892,695,depressed resigned… feeling lack luster,depressed
1893,695,cut resigned… feeling lack luster,depressed
1894,695,decreased resigned… feeling lack luster,depressed
1895,696,depressed useless just hate not being able to play with my kids,depressed
1896,696,cut useless just hate not being able to play with my kids,depressed
1897,696,decreased useless just hate not being able to play with my kids,depressed
1898,697,depressed and disgusted,depressed
1899,697,cut and disgusted,depressed
1900,697,decreased and disgusted,depressed
1901,698,i feel like hell im depressed im ashamed i hate myself,"depressed, embarrassed"
1902,698,i feel like hell im cut im disgraceful i hate myself,"depressed, embarrassed"
1903,698,i feel like hell im cut im humiliated i hate myself,"depressed, embarrassed"
1904,698,i feel like hell im cut im shame i hate myself,"depressed, embarrassed"
1905,698,i feel like hell im decreased im disgraceful i hate myself,"depressed, embarrassed"
1906,698,i feel like hell im decreased im humiliated i hate myself,"depressed, embarrassed"
1907,698,i feel like hell im decreased im shame i hate myself,"depressed, embarrassed"
1908,699,calm,calm
1909,699,quiet,calm
1910,699,serene,calm
1911,700,relaxed,calm
1912,700,relax,calm
1913,701,content,calm
1914,701,contents,calm
1915,702,hopeful,calm
1916,702,hope,calm
1917,703,peaceful,calm
1918,703,peacefully,calm
1919,704,chill,calm
1920,705,nice,calm
1921,705,nicely,calm
1922,705,cute,calm
1923,705,terrific,calm
1924,705,beautiful,calm
1925,705,neat,calm
1926,706,cool,calm
1927,706,lovely,calm
1928,706,nice,calm
1929,706,sweet,calm
1930,707,relax,calm
1931,707,relaxed,calm
1932,707,relaxing,calm
1933,708,peace,calm
1934,708,peace-building,calm
1935,708,peacebuilding,calm
1936,709,mellow,calm
1937,710,chilled,calm
1938,710,chilling,calm
1939,710,refrigerated,calm
1940,711,balanced,calm
1941,711,balancing,calm
1942,712,rested,calm
1943,713,comfortable,calm
1944,714,i feel calm,calm
1945,714,i feel cool,calm
1946,714,i feel pacify,calm
1947,714,i feel quiet,calm
1948,714,i feel serene,calm
1949,715,i feel relaxed,calm
1950,715,i feel relax,calm
1951,716,contented,calm
1952,716,satisfied,calm
1953,717,at ease,calm
1954,717,at easy,calm
1955,718,refreshed,calm
1956,718,refresh,calm
1957,719,im content,calm
1958,719,im contents,calm
1959,719,im satisfied,calm
1960,720,clam,calm
1961,720,clams,calm
1962,721,even,calm
1963,722,relaxed and happy,"calm, happy"
1964,722,relax and upbeat,"calm, happy"
1965,723,quiet,calm
1966,723,silence,calm
1967,723,quieter,calm
1968,723,calm,calm
1969,724,pleasant,calm
1970,725,awake,calm
1971,725,woken,calm
1972,726,calm and happy,"calm, happy"
1973,726,pacify and upbeat,"calm, happy"
1974,726,quiet and upbeat,"calm, happy"
1975,726,serene and upbeat,"calm, happy"
1976,727,relaxing,calm
1977,727,calming,calm
1978,728,i feel content,calm
1979,728,i smell content,calm
1980,728,i feeling content,calm
1981,728,i sense content,calm
1982,729,serene,calm
1983,729,quiet,calm
1984,730,fresh,calm
1985,730,freshness,calm
1986,731,at peace,calm
1987,732,smooth,calm
1988,732,smoothly,calm
1989,733,pretty content,calm
1990,733,lovely content,calm
1991,733,nice content,calm
1992,733,beautifully content,calm
1993,733,very content,calm
1994,734,hopefully,calm
1995,735,im relaxed,calm
1996,735,im relax,calm
1997,736,im feeling content,calm
1998,736,im feel content,calm
1999,736,im feelings content,calm
2000,737,feeling relaxed,calm
2001,737,feeling relax,calm
2002,738,pretty relaxed,calm
2003,738,pretty relax,calm
2004,739,calm happy,calm
2005,739,pacify happy,calm
2006,739,quiet happy,calm
2007,739,serene happy,calm
2008,740,clear,calm
2009,740,clair,calm
2010,740,claire,calm
2011,741,very calm,calm
2012,741,very quiet,calm
2013,741,very serene,calm
2014,742,calm and relaxed,calm
2015,742,cool and relaxed,calm
2016,742,pacify and relaxed,calm
2017,742,quiet and relaxed,calm
2018,742,serene and relaxed,calm
2019,743,i feel peaceful,calm
2020,743,i feel non-violent,calm
2021,743,i feel peacefully,calm
2022,744,safe,calm
2023,744,unsafe,calm
2024,744,safety,calm
2025,745,easy,calm
2026,745,simple,calm
2027,746,chilled out,calm
2028,746,chilling out,calm
2029,746,refrigerated out,calm
2030,747,chilling,calm
2031,748,cozy,calm
2032,749,im feeling calm,calm
2033,749,im feeling cool,calm
2034,749,im feeling pacify,calm
2035,749,im feeling quiet,calm
2036,749,im feeling serene,calm
2037,750,pretty chill,calm
2038,751,passive,calm
2039,752,im calm,calm
2040,752,im serene,calm
2041,753,content happy,"calm, happy"
2042,753,content upbeat,"calm, happy"
2043,753,content upbeat,"calm, happy"
2044,753,content upbeat,"calm, happy"
2045,753,content doing,"calm, happy"
2046,753,content doing,"calm, happy"
2047,753,content doing,"calm, happy"
2048,754,relaxed content,calm
2049,754,relax content,calm
2050,755,fairly calm,calm
2051,755,fairly quiet,calm
2052,755,fairly serene,calm
2053,756,calm and tired,"calm, tired"
2054,756,quiet and fatigue,"calm, tired"
2055,756,serene and fatigue,"calm, tired"
2056,757,i feel relaxed and happy,calm
2057,757,i feel relax and happy,calm
2058,757,i feel lenient and happy,calm
2059,758,relaxed and tired,"calm, tired"
2060,758,relax and fatigue,"calm, tired"
2061,759,calm  relaxed,calm
2062,759,cool  relaxed,calm
2063,759,pacify  relaxed,calm
2064,759,quiet  relaxed,calm
2065,759,serene  relaxed,calm
2066,760,collected,calm
2067,761,quite calm,calm
2068,761,quite pacify,calm
2069,761,quite quiet,calm
2070,761,quite serene,calm
2071,762,relaxed and excited,calm
2072,762,relax and excited,calm
2073,762,lenient and excited,calm
2074,763,relaxed and calm,calm
2075,763,relaxed and cool,calm
2076,763,relaxed and pacify,calm
2077,763,relaxed and quiet,calm
2078,763,relaxed and serene,calm
2079,764,im quite relaxed,calm
2080,764,im quite relax,calm
2081,765,a bit calm,calm
2082,765,a bit pacify,calm
2083,765,a bit quiet,calm
2084,765,a bit serene,calm
2085,766,still sick,sick
2086,767,pretty content,calm
2087,767,lovely content,calm
2088,767,nice content,calm
2089,767,beautifully content,calm
2090,767,very content,calm
2091,768,peace,calm
2092,768,peace-building,calm
2093,768,peacebuilding,calm
2094,769,just relaxed,calm
2095,769,just relax,calm
2096,770,content and hopeful,"calm, hopeful"
2097,770,content and upbeat,"calm, hopeful"
2098,770,content and upbeat,"calm, hopeful"
2099,770,content and hope,"calm, hopeful"
2100,770,content and hope,"calm, hopeful"
2101,771,im still sick,sick
2102,772,feel nice,calm
2103,772,feel nicely,calm
2104,772,feel gentle,calm
2105,772,feel cute,calm
2106,772,feel terrific,calm
2107,772,feel beautiful,calm
2108,772,feel neat,calm
2109,773,peaceful tired,calm
2110,773,non-violent tired,calm
2111,773,peacefully tired,calm
2112,774,relaxed 😎,calm
2113,775,zen,calm
2114,776,very nice,calm
2115,776,very nicely,calm
2116,776,very cute,calm
2117,776,very terrific,calm
2118,776,very beautiful,calm
2119,776,very neat,calm
2120,777,relaxed mostly,calm
2121,777,relax mostly,calm
2122,778,v nice boi,calm
2123,778,v nicely boi,calm
2124,778,v gentle boi,calm
2125,778,v cute boi,calm
2126,778,v terrific boi,calm
2127,778,v beautiful boi,calm
2128,778,v neat boi,calm
2129,779,fairly relaxed,calm
2130,779,fairly relax,calm
2131,780,calm relax,calm
2132,780,cool relax,calm
2133,780,pacify relax,calm
2134,780,quiet relax,calm
2135,780,serene relax,calm
2136,781,hopefull,calm
2137,782,quite chill,calm
2138,783,calm and sleepy,"calm, sleep"
2139,783,cool and asleep,"calm, sleep"
2140,783,pacify and asleep,"calm, sleep"
2141,783,quiet and asleep,"calm, sleep"
2142,783,serene and asleep,"calm, sleep"
2143,784,peacefully,calm
2144,784,peaceful,calm
2145,785,calm relaxed,calm
2146,785,cool relaxed,calm
2147,785,pacify relaxed,calm
2148,785,quiet relaxed,calm
2149,785,serene relaxed,calm
2150,786,peaceful and happy,"calm, happy"
2151,786,peacefully and upbeat,"calm, happy"
2152,787,i feel chill,calm
2153,787,i feel cool,calm
2154,788,calm tired,"calm, tired"
2155,788,quiet fatigue,"calm, tired"
2156,788,serene fatigue,"calm, tired"
2157,789,still,calm
2158,790,content but anxious,"calm, anxious"
2159,790,content but wanted,"calm, anxious"
2160,790,content but wanted,"calm, anxious"
2161,790,content but willing,"calm, anxious"
2162,790,content but willing,"calm, anxious"
2163,791,calm and content,calm
2164,791,pacify and content,calm
2165,791,quiet and content,calm
2166,791,serene and content,calm
2167,792,feel relaxed,calm
2168,792,feel relax,calm
2169,793,relaxed  happy,"calm, happy"
2170,793,relax  upbeat,"calm, happy"
2171,794,calm and bored,"calm, bored"
2172,795,calm but tired,"calm, tired"
2173,795,quiet but fatigue,"calm, tired"
2174,795,serene but fatigue,"calm, tired"
2175,796,content and calm,calm
2176,796,content and cool,calm
2177,796,content and pacify,calm
2178,796,content and quiet,calm
2179,796,content and serene,calm
2180,797,calm before the storm,calm
2181,797,cool before the storm,calm
2182,797,pacify before the storm,calm
2183,797,quiet before the storm,calm
2184,797,serene before the storm,calm
2185,798,calm and focused,"calm, determined"
2186,799,lonely,lonely
2187,799,alone,lonely
2188,800,alone,lonely
2189,800,lonely,lonely
2190,800,single,lonely
2191,801,unloved,lonely
2192,802,unwanted,lonely
2193,803,i feel lonely,lonely
2194,803,i feel isolated,lonely
2195,803,i feel alone,lonely
2196,804,abandoned,lonely
2197,805,isolated,lonely
2198,806,rejected,lonely
2199,806,rejection,lonely
2200,806,reject,lonely
2201,807,kind of lonely,lonely
2202,807,kind of alone,lonely
2203,808,i feel lonely restless bad about my body,"lonely, uneasy, distortion"
2204,808,i feeling isolated restless bad about my body,"lonely, uneasy, distortion"
2205,808,i sense isolated restless bad about my body,"lonely, uneasy, distortion"
2206,808,i feeling alone restless bad about my body,"lonely, uneasy, distortion"
2207,808,i sense alone restless bad about my body,"lonely, uneasy, distortion"
2208,809,a bit lonely,lonely
2209,809,a bit isolated,lonely
2210,809,a bit alone,lonely
2211,810,im lonely,lonely
2212,810,im isolated,lonely
2213,810,im alone,lonely
2214,811,lonly,lonely
2215,812,lonely sad depressed,"lonely, sad, depressed"
2216,812,alone bummed decreased,"lonely, sad, depressed"
2217,813,feeling lonely,lonely
2218,813,feeling isolated,lonely
2219,813,feeling alone,lonely
2220,814,i have an unwanted house guest,lonely
2221,814,i have an exiled house guest,lonely
2222,814,i have an unintentional house guest,lonely
2223,815,alone bad worthless,"lonely, depressed, sad"
2224,815,lonely bad fruitless,"lonely, depressed, sad"
2225,815,single bad fruitless,"lonely, depressed, sad"
2226,816,a bit lonely and contemplative,lonely
2227,816,a bit isolated and contemplative,lonely
2228,816,a bit alone and contemplative,lonely
